review;star
çok acı ama bir o kadar da başarılı;5
özellikle bu dönemde bence en iyisi ..;5
Sürekli kullandığım pastil boğaz agrısına iyi geliyor;5
Çok iyi boğaz ağrımı geçiren tek pastil;5
Kuru öksürüğümü kesen tek pastil;5
Her zaman kullandığım ürün kaliteli hızlı kargo....;5
koronayken kullandım boğazımı yumuşattı iyiydi;5
Bogaz agrisina birebir,tek bir pastil bile oldukca etkili.;5
Favori pastilim. Ağrı sızı ne varsa yok ediyor, hem de bitkisel olduğu için bağışıklığa da iyi geliyor;5
boğaz ağrısına birebir;5
tadı ve kokusu harikaydı;5
corona virüsünü %92 öldürüyormuş. kullanmaya başladım;3
oldukca etkili oldugunu soyluyorlar. umarim oyledir.;3
çok etkili bir pastil kardeşime aldım ve etkili oldu;5
Güzel ve itinalı;5
Çok iyi paketleme ile ürünlerim elime ulaştı.Tadı süper olmasada koruyuculuğuna inandığımız bir ürün gerçekten;5
Boğaz ağrıları için birebir. Acı bir tadı var.Dilde geçici sarımsı bir tabaka bırakıyor.Doğal bir ürün arıyorsanız kullanmalısınız.;5
tadı çok kötü ama boğaz ağrısına çok iyi;5
Hızlı teslimat tesekkur ederim;5
Kalitesi tartışılmaz eczanedeki fiyatın yarısı;5
pastil verilen parayı hakediyor;5
mükemmel bir ürün;5
çok hoşuma gitti çok güzel;5
eczaneden daha uygun fiyata aldım;4
Skt 2025. Orijinal pastil. Eczane fiyatına göre oldukça uygun. Çift taraflı emniyet bandı mevcut. Teşekkürler.;5
ürün orijinal ve çift taraftan bandrollu başarılı. SKT 2024. satıcı ürünü aynı gün kargoladi. teslimat da hızlı teşekkürler;5
Çok keskin tadı var kullanımı zor ama bitene kadar kullanıcaz;5
Eczanede paketi 45₺. Korona ile mücadelede gayet etkin. Boğaz ve göz yanması yapabiliyor ama iyileştirmesi tartışılmaz. Eczacı bizzat tavsiye etmişti. Ben de ederim.;5
2.kışımız olacak bu pastille, çok memnunuz.;5
kargo hızlıydı hep kullandığım bi ürün;5
Kalabalık yerlere girmeden Koruyucu olarak olarak kullanacağım. Şekersiz olması benim için en önemli ayrıntı;5
Çok güzel biraz acı fakat çok etkili;5
Çok keskin bir tadı var ama bu günlerde sabah akşam kullanıyorum;4
Çok iyi kesinlikle alın;5
Kullanınca etkisini görecegim.;4
Etkili olduğunu düşünüyorum birkaç aydır kullanıyorum. Memnunum.;5
muhteşem! tadı evet biraz acımtırak ama ben sevdim.. boğaz ağrımı anında kesti. ve bu dönemlerde kalabalık ortamlara girerken bir tabe atıyorum. kesinlikle alın.;5
Eczaneden daha uygun fiyatı ve boğaza aşırı iyi geliyor;5
ÇOK BAŞARILI BİR PASTİL;5
Eczaneden uygun fiyatlı orjinal ürün;5
Çok kaliteli ve uygun fiyatlı bir ürün..;5
GÜZEL AMA BU FİYATA GÖRE HEM AZ HEM DE DEĞMEZ.;4
Ürün orjinal koruma bandı ile geldi.;5
muhtesem bi pastil siddetle tavsiye edilir;5
Süper bir pastil boğazdan geçerken tedavi edip geçiyor sanki, Osman Müftüoğlunun tavsiyesiydi, kovide karşı koruyucu...;5
Gerçekliğinden emin olamadım;3
Sürekli kullandığım etkili bir ürün, tavsiye ederim.;5
gerçekten çok etkili bir pastil;5
Çok başarılı bir ürün;5
Faranjite birebir. Öğretmenim ve hiç eksik etmiyorum çantamdan. Mucizevi bir ürün;5
Ben daha öncede bu pastili kullandım çok işe yarıyor bağışıklık sistemimiz içinde boğazımız içinde faydalı içeriğinde zencefil olması ayrıca güzel;5
Şu salgın döneminde güvenerek kullanıyorum. Tadı biraz acı ama kullanılmayacak kadar değil;5
En sevdiğim pastil oldu kendileri;5
Sürekli kullandığım bir ürün, keşke fiyatlarda uygun olsa.;5
daima kullandığım pastilim;5
Bagaza cox iyi geliyor;5
ben çok memnunum gerçekten mükemmel;5
Boğazımdaki gıcığa iyi gelen tek şey. Üstelik kimyasal değil de bitkisel olması çok iyi. Fiyat ise kalitesine göre çok çok iyi;5
Etkili fakat tadı çok ağır;5
gerçekten çok etkiki bir pastil tavsiye ederim;5
severek kullandığım bir pastil;5
Harika süper bir urun;5
hasta olacağımi hissettiğimde alıyorum bir tane gerçekten etkili olduğunu düşünüyorum;5
Hızlı kargo doğru ürün ve iyi paketlenme. Bir siparişte ne ararsanız hepsi mevcuttur. Firma gayet başarılı. Teşekkürler;5
Çok acı irenç bi tadı var. İyi geldimi derseniz bence bunun olayı şu.Ağıza aldıktan sonra uyuşuyo sonra acısı mecbur geçiyo:);5
boğaz yolları için mükemmel;5
Teşekkürler kargolara çok hızlı paketleme çok iyi.;5
Hızlı kargo iyi paketleme teşekkürler;5
Keskin tadı var ama bence güzel hem de etkili.;5
hemen geldi ve tadı da güzel;5
Doğru ürün, tavsiye ederim.;5
Cok basarılı;5
Tat kötü ama etkisi muhteşem.;5
Covid döneminde bogazım kaşınsa leblebi gibi alır oldum koruyucu oldugunu düsünüyorum.Grip olacakmıs gbi hissettiğimde hemen alıyorum bogazım temizleniyor;5
Kesinlikle tavsiye ederim.Hasta olucak gibi hissedince hemen alın;5
tadı kötü;1
Gerçekten çok öksürük konusunda çok etkili ürün.;5
harika tedavi etti;5
Ürün güzel ama çocuklara biraz acı geliyor;5
çok çabuk elime ulaştı ve ayrıca boğaz agrimi tek kullanımda kesti;5
ürün gayet rahatlatıcı tavsiye ederim ve doğal.;5
Gayet kaliteli iyi bir ürün tavsiye ederim.;5
Çok güzel bir pastil, kesinlikle tavsiye ediyorum;5
Eczaneden pahalıya almıştım. Burada daha uygun. Tadı takıyor, güzel diyemem ama faydası etkili.;5
Güzel bir pastil fiyatıda piyasaya göre uygun;5
Hızlı gönderi için teşekkürler;5
mükemmel bir ürün;5
faydalidir belki ama aşıri acı agizda tutmak başari;3
Etkili evet ama çok keskin tadı hele sonlara doğru çok acı herkes kullanamaz;4
iki gun icinde elime ulasti. orjinal urun. 4 saat kadar viruslerden korudugu ve virusun vucuda girisine engel oldugu bilimsel olarak kanitlandigi icin calisan biri olarak kullanacagim.;5
Üründen 2 adet aldım ama bir kutunun güvenlik bandı yoktu. 🙄;3
tavsiye edilir yanliz tadı ilk başta zorluyor ama alışınca gayet güzel nefes açıyor;5
Çok iyi ürün eczane fiyatının yarısına, teşekkürler.;5
Sabah alinca bogazi cok guzel rahatlatiyor;5
İlk defa böyle bir şey başıma geldi Şaşkın ve sinirliyim Resmen biri alıp içinden bir tanesini yemiş Ne kadar ayıp bir pastile tenezzül ediyorsunuz Bu pastili çok beğenmeme rağmen bu durum bende büyük bir güvensizlik yarattı .;3
çok iyi faydalı;5
Etkili bir pastil, coronayken kullandım ve beğendim.;5
Baya baya acımsı tadı var .ben kullanıyorum ama herkes kullanamaz tadu cok iyi değil;5
Yoğun Zencefil ve zerdeçal tadı var. Bu tatlarda aranız iyi değilse sizi biraz zorlayabilir 😌 ama etkili olduğu kesin;4
Harika korgolama çok iyiydi hızlı teslimat;5
Ürün orijinal, 24 saat olmadan elimize ulaştı. Teşekkürler. Son kullanım tarihi 11.2024;5
çok çabuk elime ulaştı teşekkürler. henüz kullanmadım;5
ailecek kullaniyoruz..ikinci alisim bogazdaki hafif bir sizintiyi dahil yok ediyor..tskler👍👏;5
Ürün gayet güzel ve işe yararıyor gösterdi gibi geldi ama tadı çok kötü kullanmak biraz zor oluyor. Sizin için tadının bi önemi yoksa başarlı bir üründür.;4
Boğazımda hafif tahriş hissetsem hemen kullanıyorum. Bir tabletin çok küçük bir kısmını ısırıp ağzımda eritiyorum tamamını atmıyorum ağzıma;5
Uygun fiyat orjinal ürü eczaneden aldığımızla aynı;5
Super hizli gonderim, orijinal urun, uygun fiyat.;5
hızlı ama eczaneden aldığımdan daha farklı gibi geldi orijinalliği konusunda şüphem var;3
tadına alışınca no problem :);5
Teşekürler... Özenli ve düzgün şekilde geldi;5
Şuan piyasadaki en iyi pastil diye biliyorum toplu ortamlarda Bi tane alıyorsunuz pandemi döneminde içiniz rahat ediyor. Eczacı arkadaşım virüs öldürüyor en iyisi bu deyip tavsiye etmişti ve fiyatı burada çok çok uygun alıp stoklamalık ürün;5
Hızlı gönderim;5
Hızlı geldi. Kullandım tadı çok kötü değil. Ezcanede orjinal olmayanları piyasada olduğunu belirttip bir tane denemem için verdi. Ezcanecinin verdiği ile bu pastil arasında tad farkı var. Ezcaneninki tad olarak daha ağır. Orjinal olup olmadığına şüpheye düştüm. Gönderim be paketleme ile ilgili sorun yaşamadım;3
Diğer pastillerdeki şekerimsi tat bunda yok, biraz acımsı bir tadı var ama kullanmaya hiç engel değil. En iyi tarafı piyasada daha kolay bulunan ürünlere göre daha etkili olması. Üstelik ağızda hemen erimiyor, uzun süre kalıyor. Paketleme ve kargo da oldukça özenliydi.;5
Harika ürün harika paketleme teşekkür ederim;5
son kullanma tarihi 2024 kargolama iyiydi belirtilen tarihten önce geldi teşekkürler;5
Orijinal ürün, harika....;5
Orijinal ürün;5
Orjinal ürün;5
kargo ve paketlenmesi iyyidi;5
ürünün son kullanma tarihi 07/2024.paketleme iyiydi.;5
ürün orjinal ve güzel;5
Orijinal ürün, kargo hızlı, fiyat uygun daha ne olsun. Eczaneden iki katı fiyata alıyoruz.;5
yetişkin olaral aldım kids olarak göndermişler geride yollamadım ams biraz dikkat edin lütfen;2
Fito isimli firma, söylediği ürünü Göndermedi. Söylenenden farklı skt geldi. Dürüst olsaydı keşke.;1
eczaneden alıp kullandığım bir üründü ilk defa internetten aldım ve bı fark göremedim memnunun hızlı bir şekilde elime ulaştı teşekkür ederim;5
Pandemi nedeniyle aldım. Kargo özenliydi;5
Etkisi kanıtlanmış bir ürün. Koronaviruste korumak amaclı aldım. Acı. Ama değer...;5
eczaneden aldığım ile aralarında bazı farklar var.. kutusu ve üzerindeki yazılar, pastili çıkardığımız yerin arka kısmında ikinci bir koruma daha vardı bunda yok, son kullanma tarihinin basıldığı yer ve fontu. ancak tadı aynı.;3
Ürün yanlış geldi;1
labiratuvar sonuclarinda nar kabugu ozutu corona virüsü bir saatteyok ediyor.Kanitlandi .Bu üründe var cok iyi bir pastil...tavsiye ederim;5
Fitoterapi eğitimi aldıgım güvenilir firma. Şekersiz pastil 4-5 Saat ağız mukozasında çözünerek visürlere karşı etkin müdahele sağlıyor. Bilimsel çalışmasıda mevcut.;5
Satıcı firma ilk teslimatta ufak bir hata olmasına karşılık oldukça ilgiliydi, kendilerine buradan teşekkür etmek isterim;5
Eczaneden aldığımız aynı marka tablet ile buradan aldığımız tabletin ambalajları Farklı, koruma bantları Farklı, buradan aldığımın içinden prospektüs dahi çıkmadı.. hangisi gerçek hangisi değil bilemedim;3
baya yakıp geçiyor boğazı ve pandeminin tam kapanma döneminde 2 gün içerisinde gelmesi çok iyi teşekkürler 👍🏻;5
süper ürün tavsiye ederim;5
Uygun fiyat,hızlı kargo.;5
koruyuculuğunu bilemem ama tat konusunda şüpheliyseniz aşırı acı hiç kullanamadım;3
çok teşekkür ederim hızlı teslimat için;5
Yapılan olumlu yorumlar üzerine aldım henüz denemedim tekrar yorum güncelleyecekim;5
Tadıni beğenmedim ama bu süreçte kullanmak gerekiyor;4
Biraz acı ama faydalı ürün.;5
Eczanede fiyatı yüksekti. Bende burdan aldım , aynı ürün. Güvenilir;5
Gayet hızlı güzel kargolanmış ve hasarsız geldi cildime çok iyi geldi kapsülün ucunu açıp yüzüme uyguluyorum indirimden almıştım baya uzun süre gidecek gibi görünüyor ampul ürünler için pahalı derseniz süper bir muadili merak etmeyin ben de korkarak aldım ama çok memnunum;5
orijinal ,teşekkür ederim;5
Sürekli kullandığımız vitamn;3
cok guzel vitamin;4
Siparişlerim geldi güzel paketlenmislerdi ilk defa burdan aldım umarım faydasını görürüm tarihleri ileri tarihli idi;4
Oğlum için aldım, severek içiyor;5
1 günde geldi görseldekiyle aynı orjinal ürün;5
Sollar kalitesi;5
harika hizli teslimat;5
kesinlikle etkili;5
Yani ise yarıyor mu bilmiyoruz bir fark yok gibi ama ilk kutu bitince anlaşılır diye düşünüyorum sonucta vitaminin kötüsü olmaz mantığı 😀;4
Cilt sağlığı için mükemmel içerik. 👌🏻;3
daha yeni kullanmaya başladık bilemicem bqkalim inslalah iyi olur;4
ürün kısa sürede gayet iyi paketlenmiş olarak elime ulaştı. teşekkürler;5
harika bi urun kullaniorz;5
Gözlədiyim ürün .;5
200 luk olan E vitamini bu bundan arıyorduk gayet memnunuz elimize sağlam ulaştı;5
paketleme güzel kullandgm bı ürün;5
Dün içmeye başladım şu an için memnunum çünkü bazı ürünlerde Midede kapsülün o tuhaf tadı oluyor ve ağıza geliyor bunda öyle bir şey yaşamadım.;5
urun güzel herkese tavsiye ederim;5
çok iyi,beğendim.;5
hızlı kargo;5
Solgarın ürününü beğeniyorum;5
Doktora danışmadan kullanmayın, vucutta fazlalıgı kasıntı ve sıcak yapıyor.;3
çok hızlı kargo bu firmadan ikinci kez alışveriş yapıyorum ertesi gün resmen evde oluyor paket;5
doktor kontrolünde almanızda yarar var;5
Uygun fiyat hızlı servis;5
Sürekli kullanıyorum ve faydasını görüyorum;5
fiyati uygun;4
Çok memnunumm;4
çok güzel paketleme. teşekkür ederim;5
guzel paketlenmis memnun kaldik;5
Hızlı teslimat özenli paketleme. Sandığımdan daha ufak, bir cam şişede geldi o kafamı biraz karıştırdı. Özellikle uçuk deri hastalıkları için aldım. Daha önce, farklı markalardada fayda görmüştüm. Solgarı denemek istedim;5
Ürün elime çok geç ulaştı PTT KARGO pişmanlıktır...Ama ürün süper!..;5
tüketim tarihi 02/2024 e kadar;5
paketleme guzel geldi orjinal urun;5
urün cok güzel paketlenmisti.kirilmadab zarar gormeden elime ulasti.Saticiya tesekkur ederim;5
Eczaneden bi marka almıştım içinde paraben vardı iyi mi kötümü bilemedim içim rahat etmedi bıraktım araştırınca bu markayı buldum memnuniyette fazla olunca denemek istedim.Son kullanma 2023 Kargoya hızlı verildi ve güzel paketlenmişti.;5
Ürün çok geç geldi.yeni kullanmaya başladım.saç dökülmesine faydası umarım olur.;3
Paket güzeldi. Gecikme yaşanmadı.;5
200 luk istedim 400 luk gonderdiniZ yarim yarim kullanilacak bisey degil kestim akip gidiyor.... bir daha sizden alisveris yapmayacagim..is ahlakiniz yok sizin ... bu saticidan alisveris yapmayin lutfen...;1
çocuklarım için aldim ve çok memnun kaldim;5
İçerik marka başarılı fakat içimi zorlandı çocuklar;5
Çocuklar için çok iyi ürün teşekkürler;5
çok beğenerek kullanıyorum;5
Çocuklar için yüksek değerde katkısı az c vit.kış için stoklamak lazım;5
Tadı çok kötü çocuklar için yapılan bir ürün içine doğal aroma koyulabilir çöpe gitti yazık;2
Tadı çok ekşi içiremiyorum çocuklara;3
tadını çocuklar begenmedi;1
Suya karıştırıp veriyorum çocuklara, çok beğendiler, severek içiyorlar.;5
Kullanımı gayet kolay ve güzel bi ürün çocuklar için harika;5
cocuklarim tadini severek iciyor;5
sürekli kızım için kullandığım bir vitamin çok memnunum;5
Tadı güzel çocuklarım severek tüketiyor.Fiyat ugun kargo hızlı.;5
Çocukların bir günlük C vitamini ihtiyacının tamamını karşılıyor. Renklendirici ve tatlandırıcı olmaması en iyi özelliklerinden.;5
İkinci defa sipariş ettim, çok teşekkür ederiz 👍🏻 Şöyle bi zamanda çocuklar için doğru tercih 👍🏻 teşekkürler;5
güzel kış için;5
Klasik C vitamini gibi suyu sarı yapmıyor. Çocuklar rahat içti;5
çocukların içmek isteyeceği bir tat değil en iyi portakal suyunun içinde tadı saklandı şekersiz ve ekşi bir tat;4
Skt ileri tarih;5
Markasına güvenerek,çocuğum için aldık. Henüz denemedik. Paketleme iyiydi yalnız ürünün ambalajı baharat gibi kokuyor;5
tadını kızım.pek beğenmedi.onun dışında vitamin iste.;4
Venaturadan daha iyisi yok. Mandalina portakal suyuyla karıştırıp içiriyorum. hastalığı daha hafif atlatıyor çocuğum. tüm çocuklar için tavsiye ederim;5
katkısız aromasiz renklendiricisiz .bir ürün sade soda gibi tadı var . çocuklar zorlanmadan içebilir . venatura kalitesi 💯 satıcı hızlı 👍 teşekkürler;5
Cocugum severek içiyor;5
2. siparişim çok memnunum. okula giden oğluma her sabah iciriyorum ve kesinlikle etkisini hissediyoruz.;5
Kendim için kullanıyorum çok iyi geliyor baya enerjik hissediyorum. Çocuğum için kullanmıyorum çünkü içinde maltodekstrin var ayrıca tadını da hiç sevmemişti. Bitsin diye ben kullandım iyi geldi o yüzden ikinci siparişi verdim.;5
Tadını cocuklar beğendi, öyle bahsedildiği gibi çok eksi de degil. biz zaten bal koyarak yedik:);5
sekersiz olmasi guzel ama sade haliyle icmesi biraz zor ben portakal suyuna biraz bal da koyup ucunu karistirip veriyorum ,faydasi muhakkak oluyodur;4
Çocuğum için kullanıyorum memnunum;4
Çocuklara güvenerek verdiğim vitamin hastalık dönemlerinde D vitamini ve çinko ile birlikte kullanıyorum;5
Çok memnun kaldık.;5
pek hoşuma gitmedi ne yazık ki zor eriyor top top kalıyor;2
güvendiğim ve takip ettiğim bir marka ,tatlandırıcı, aroma verici renklendirici kullanılmamış.O yüzden tadı biraz kötü ,portakal suyu ile karıştırıp veriyorum sorun olmuyor.Grip olduğumuzda kullanıyoruz, çok çabuk iyileşiyoruz.;5
pandemi basindan beri çocuklara kullandığım c vitamini, piyasadaki mg olarak c vitamini icerigi en yüksek ürünlerden biri;5
Sağlam sorunsuz ulaştı. Son kullanma tarihi01/24;5
Cokkk hizli kargo;5
en sevdigim vitamin sorunsuz geldi teşekkürler;5
Eczanelerde bulamdık ürünü .içeriğine ve markası güvendiğim için tercih ettim.tadı içilmeyecek kadar ekşi değil .;5
Çocuğum ve ben güvenle kullandık;5
Çok doğal bir takviye ancak tadından dolayı çocuğum içmek istemiyorum.;5
inşallah faydasını görürüz kargo problemsiz geldi;5
Dün sipariş verdim, bugün elimdeydi. Oğlum severek içiyor. Tadını ekşi mandalinaya benzetti.;5
tatsız tatlandorıcısız temiz içerikli belliki, ama çocuklar zorlanıyorlar ben biraz meyvesuyuna karıştırıp veriyorum.;5
Severek kullaniyorum buzde degerlerde artirma yapti. temiz icerijli.;5
Uygun fiyat güvenilir marka;5
Valla ekşi seven kolay kolay bişey seçmeye. Çocuklarım bile içmekte zorlandılar😞yorum yazanları görmüş dikkate almamıştım ama alsam olurmuş🙁ki venatura bence com basarılı marka zamanla alışrılar umarım;3
Covid sürecinde kızlarım için aldım. Tadı biraz ekşimsi. Güzel bir takviye;5
Kızım sevdi. Hatta kendi içmek istiyor. İlk gün portakal gazozu tarzındaki vitaminlerden sanmıştı. Fakat olması gerekenin aslında böyle olduğunu söyleyince alıştı;5
2. Paketi aldım. Tadı konusunda sorun yok çok az suya karıştırıp içiriyorum.;5
Severek kullandigimiz bir urun;5
gayet güzel beğendim grip için birebir;5
Venatura kalitesi;5
kargo hızlıydı paketlemede güzeldi. son kullanma tarihi 2022. tadı ekşi çocukların severek içeceği bir ürün değil ama portakal suyuna karıştırıp verince sorun olmadı.;5
yorumlara bakarak çocuklarım için aldım,şimdilik bir sıkıntı yok güzel;5
kargolama iyiydi.;5
1 gün içinde geldi... çok teşekkürler;5
Hızlı, sorunsuz gönderim için teşekkürler.;5
Tadı kötü kızım pek sevmedi;5
Kızım tadını sevdi sadece suyla da içiyor portakal sıktığımda ona da ekliyorum içiyor katkısız olması süper sadece venatura takviyeleri kullanıyorum kızıma memnunum;5
Özenli ve hızlı kargo çocuklarım severek kullanıyorlar;5
Kizim tadini begenmedi. Ben de denedim eksimsi tadi var.;3
harika bir ürün;5
severek kullaniyoruz;5
Güvenilir bir marka olduğu için tercih etmiştim. Kargo hızı ve paketleme çok iyiydi. Tek sorun oğlum tadını beğenmedi.;5
Bu markaya güvenim sonsuz kızım severek içti;5
Çok kaliteli;5
hızlı geldi tskler;5
sağlıklı yaşıyoruz tavsiyesiyle aldim. güvenilir olmasi benim icin tek kriter. tadı kötü ama pekmezle daha iyi oldu;5
tadi cok guzel;5
tadı biraz kötü ama meyve suyuyla vermeye çalışıyorum;5
zaten desteklenen bir ürün ben de beğendim;5
Kaliteli ve içeriği temiz bir ürün fakat kızım tadını çok sevmedi;5
3 paket siparis verdim yegenlerim cocugum hepisi kullandi. isede yaradi;5
Çok teşekkürler uygun fiyat 👍;5
Güzel bir ürün;4
biz suyla icemedik aslında koku tat yok ama nedense midesi bulandı ben de sütüne karıştırıyorum iciremeyenlere faydası olur belki;5
Çocugunuza içirmek bayaga zor , neyin içine koyarsanız topaklanıyor, biz kullanamadık, tadı da ekşi;4
evde sürekli bulunan c vitamini takviye m. hem çocuklara, hem kendimiz için kullanıyorum. sadece hastalık durumunda kullaniyorum;5
tadı güzel degil;1
Tadı ekşi. Meyve suyu ile içilebilir.;4
Çocuklarıma hasta olacaklarını anladığım an veriyorum gerçekten faydalı olduğunu düşünüyorum;5
kargo çok hızlı. en guvendigim marka;5
ürünün çinko, demir , c vitamini, D vitamini ve B12 çocuk takviyelerini almıştım. bitirdik hangisi bilmiyorum ama çok iyi geldi. Sabah kahvaltıda veya 2 saat sonra portakal suyuna katarak veriyorum. Hem iştah arttı hem bu sene 5 kez hasta olan çocuk bı daha olmadı tüm çocuklara şifa olsun.;5
Yeni kullanmaya başladık;5
Kesinlikle kullanılmalı , direnç sağlıyor;5
6 yaşındaki kızım için kullanmaya başladım. Görüntüsü sudan farksız lakin aşırı ekşi oluşu içimini zorlaştırıyo .;5
Orjinal ürün;4
hızlı gönderi için teşekkür ederiz;5
Venaturanın diğer ürünleri gibi bu ürünü de çok kaliteli.;5
zaten kullandığım üründü memnunum;5
Tadı ekşi, aroma verici ve topaklanma önleyici olmadığı için hep bunu kullanıyoruz. portakal suyuna dökünce gayet güzel ve rahat bir içimi var;5
Renksiz ve sekersiz;5
İçerik olarak da güvendiğim ürün,uygun fiyat.;5
teşekkürler . hızlı geldi.;5
Bir arkadaşımın tavsiyesi üzerine aldım Yeni başladık kullanmaya, teşekkürler;4
hızlı kargo için teşekkürler;5
Pek bir işe yaramadı ve çok ekşi olduğu için içirmekte çok kolay olmuyor;5
Sorunsuz güvenilir tarihleri 2021;5
Venatura olduğu için güvenle her ürününü kullanabilirim;4
kızım çok beğendi.pratik kullanımlı;5
Tadı ekşi. Muhakkak bir içecek ile verilmeli. Paketleme, kargolama çok başarılıydı. Elime çok çabuk ulaştı 👍;5
güzel yani;3
Çocuklara hasta olacak gibi olunca veriyorym çok işe yarıyor;5
İyi ürün kargoya zamanında verildi.;5
Ürün toz saşe, suda erimesi biraz problem, tadı mandalina suyuna çok su katarsinizda lezzeti kaçar ya işte oyle :) iş;5
Doktor tavsiyesiyle aldım. Çok hızlı elime ulaştı. Kızım severek kullanıyor. Yorumu beğenirseniz sevinirim :);5
Kızlarım için bu kışa takviye olarak aldım, paketi çok güzeldi, hızlı da gönderildi. Son kullanma tarihine de çok zaman var, daha ne isteyim, teşekkür ederim.;5
Oğlum beğenerek içiyor;4
Biraz tadı ekşi ama meyve suyuna karıştırıp veriyorum.;5
memnun kaldım;5
kızım sevdi tavsiye ederim;5
tavsiye ediyorum;5
icimi muhteşem olmasa da iyi sayılır. markaya güvendiğim için düşünmeden aldim fiyati da digerlerine göre iyi;5
Aromatik olmayışı nedeniyle çocukların içimi biraz zor olsa da içerikten memnunuz;4
hasta olunca içiyor oğlum çabuk iyilasiyor;4
Oğlum pek sevmesede içiyor. Tadı baya ekşi.;5
hızlı kargo;5
hafif öksürük vardı ben portakal suyunun içinde veriyorum gayet iyi;5
ilk defa kullandım ve çok memnun kaldim;5
Zn takviyesiyle birlikte veriyorum. Normal suda erittiğinizde tadı ekşi gelebiliyor. Ekşiyi sevmeyenlere meyve suyuyla verebilir. VeNatura’nın ürünlerini güvenli bulduğum için aldım. Şimdilik iyi gibi;5
tadını maalesef kızım beğenmedi.;2
çok memnunum;5
Oğlum tadını hiç beğenmedi;3
ilk kez bu markanın ürününü aldım. kargo ve teslimatta sorun yaşamadım. teşekkürler...;5
hızlı kargo özenli paketleme;5
Hızlı gönderi. Özenli paketleme. Teşekkürler;5
Güzel paketlenmişti ve çok hızlı teslimat oldu;5
4 yaş sonrası İçin olduğu belirtselerdi almazdım boş yere;3
hızlı kargo teşekkür ederim;5
Şekersiz ve ekşi bir tat. Suyun içinde kaşıkla karıştırsanız bile tam anlamıyla homojen olmuyor topak topak kalıyor. İçerik temiz olduğu için güveniyorum orası ayrı;5
hizli kargo 👍;5
Hızlı teslimat orjinal ürün. Teşekkürler;5
ürün kesinlikle çocukların ağız tadına göre değil belki faydalıdır ama ben bile denedim içilecek gibi değil ona göre hareket edin bakın hangi tarihte almışız ve halen 2 kutuuda duruyor almayın;1
Ertesi gün elime ulaştı. Satıcı firma çok hızlı ve paketlemedik çok özenli;5
Tadı biraz ekşi ama oğlum sorun yapmadı severek içiyor;4
tavsiye üzerine aldım ilk kez kullanacağım. İlk olarak suya koyup verdim ama tatlandiri olmadığı için beğenmedi. farklı içecekler ile deneyeceğim. aldığım saat içinde kargoya verildi;5
Tadı güzel değil benim oğlum içmedi;2
Tadı biraz ekşi ama içilebilir.;4
tadı ekşi olduğu için çocuklar sevemiyor ki üzgünüm ama kutu öylece duruyor kargo paketleme iyiydi;1
hasta olduğunda iştahsızlık durumunda kullanıyoruz;5
kızım tadını beğendi;5
Zarar görmeden teslim aldim 4 gundr kullaniyrZ umarım etkisi olur;5
Skt’sine uygun ürün gönderildiği için memnunum;5
Fiyatı uygun ancak bana gelen eski üretimdi vitamini suya koyduğumda tam çözülmedi karıştırmama rağmen.;4
venaturayı çok beğeniyorum içerik temiz ama topaklanma bu üründe çok fazla;4
Tadı hiç güzel değil;4
Tadının biraz ekşi olduğunu oğlum söylesede içiyor biz beğendik.;5
içimi kolay, tat ve renk farkı olmuyor suda eritin ve;5
Çok ekşi muhakkak bir meyve suyuna katılarak kullanılabilir;3
Bir yıldızı tadından kırdım ama olsun meyve suları neden var ki;4
Renksiz olması ufaklıklar için hoş olmadı ama biraz mandalina ya da portakal suyu sıkıp içine ilave edince sorun kalmıyor.;4
Ürün zaten kullandığımız bir ürün bu noktada sıkıntı yok. Ancak birlikte çalıştığınız kargo firması malesef tam anlamıyla bir felaket. Eve gelmemeleri bir yana getirdikleri kutu her tarafından patlamış. Teslimat bilgisi desen sıfır. Güvenliğe bıraktıklarını ancak kargo odasına gidip kontrol ettiğimizde anlıyoruz. Yazık gerçekten.;5
hızlı ve güvenli kargo;5
cok hızlı gönderim sağlandı . teşekkür ederim;5
bence çok ekşi, 2 kutu almıştım, tekrar alır mıyım bilmiyorum;4
kızım seve seve içiyor hergun 1 tane. tadı ekşi ama katkı birrseyler olmaması güzel;5
fiyatına göre iyi;4
Tadını sevemedı oglum:( her gün kavga gürültü içiriyorum :/;3
çok hızlı kargo için teşekkür ederiz. tadı biraz ekşi ama güzel.;5
en uygun fiyatlı aldığım ürün. temiz içerik hızlı teslimat daha ne olsun;5
Firma PTT Kargo ile göndermiş 1 ay da elime ulaştı. PTT Kargo tek kelimeyle pişmanlık;4
venetura ürünlerini içinde katkı maddesi olmadığından sürekli tercih ediyorum.;5
Tadi cok baskin olmadigi icin oglum icerken sıkıntı yasamadi;5
orjinal ürün hızlı gönderi;5
Su ile İçiremedim başka yol bulmalıyım;4
Tadı yok gibi hafif eksılık var çocuklar içmekte zorlanmıyor;4
Küçük oğlum için aldım, biraz ekşi içmek istemiyor ama başlılık için önemli. VeNâtura markasına güvenim tam.;5
tedarik edici firma oldukça kısa sürede gönderdi,teşekkür ederim;5
2022 mart ayi son kullanma tarihi.Bu bilgiyi yazmamislardi acikcasi son kullanma tarihi hususunda tedirgindim.Ama ideal yollandi.Hep kullandigim bir urun.Memnunum.;5
